station,lat,long
"Ulzburg-Süd, Birkenhof (Kehre)",53.778699,9.978921
"Wilstedt, Loheweg",53.747672,10.061345
"Wilstedt, Ginsterweg",53.732926,10.045229
"Tangstedt (OD), Bützberg",53.729393,10.096598
"Wiemerskamp, Ehlersberger Weg",53.737234,10.154331
"Rade (OD), Schule",53.733184,10.125731
"Rade (OD), Auf dem Kamp",53.740591,10.130766
"Ehlersberg, Ehlersberger Weg",53.751495,10.136754
"Tangstedt (OD), Gut Rethfurt",53.745234,10.121855
"Wilstedt, Dorfring",53.74523,10.061147
"Ulzburg-Süd, Auf dem Damm",53.77079,9.981376
"Ulzburg-Süd, Birkenhof",53.777923,9.978266
"Wilstedt, Birkenweg",53.728114,10.051867
"Wilstedt, Waldstraße",53.728784,10.05646
"Wilstedt, Achtern Diek",53.74357,10.062985
"Harkshörn, Harkshörn (Nord)",53.740758,10.018399
"Harkshörn, Oststraße",53.739369,10.02217
"Kayhude, Heidkrug",53.749844,10.126541
"Harkshörn, Gewerbecentrum Mühlenweg",53.727012,10.021476
"Tangstedt (OD), B 432",53.728314,10.100616
"Friedrichsgabe, Waldstraße",53.713983,9.987232
"Friedrichsgabe, Habichtweg",53.717294,9.987764
"Harksheide, Harckestwiete",53.723568,9.999425
"Harksheide, Harckesstieg",53.72501,10.004216
"Harksheide, Johann-Hinr.-Wichern-Straße",53.72434,10.010155
"Harksheide, Falkenbergstraße (Nord)",53.723619,10.016864
"Ulzburg, Heinrich-Sebelien-Straße",53.800841,9.978572
"Harksheide, Beim Brüderhof",53.746291,10.017533
"Wilstedt, Weg am Sportplatz",53.749782,10.063566
"Quickborn, Rotdornweg (Nord)",53.733286,9.916751
"Quickborn, Ulmenweg",53.731144,9.917219
"Quickborn, Eichenweg",53.728814,9.917608
"Quickborn, Schillerstraße",53.725811,9.918997
"Quickborn, Elsenseestraße",53.725872,9.923953
"Quickborn, Heidefriedhof",53.725235,9.933075
"Ellerau, Alvesloher Straße",53.755141,9.91512
"Ellerau, Grundschule",53.758156,9.921538
"Ellerau, Vorderer Kamp",53.761178,9.929307
"Ellerau, Moortwiete",53.758542,9.940151
A Tanneneck,53.755891,9.942396
"Quickborn-Heide, Pascalkehre",53.743957,9.941538
"Quickborn-Heide, Max-Weber-Straße",53.743926,9.935186
"Quickborn-Heide, Carl-Zeiss-Straße",53.747702,9.93718
A Quickborn,53.732148,9.904588
"Ehlersberg, Altersheim",53.747091,10.131727
"Heede, Meierei",53.783931,9.808802
"Heede, Autwiet",53.786509,9.828591
"Langeln, Auf dem Bek",53.794648,9.860665
"Hoffnung, Bilser Straße",53.783568,9.89999
"Alveslohe, Denkmal",53.786821,9.91414
"Alveslohe, Kaden",53.783599,9.947235
"Ulzburg, Virchowring",53.790397,9.982319
"Henstedt, Teichstraße",53.78682,10.005147
"Henstedt, Krummacker",53.788784,10.014131
"Henstedt-Ulzburg, Vogelsang",53.793758,10.030367
"Henstedt-Ulzburg, Götzberg",53.792952,10.04355
"Stegelkamp, Am Endern",53.789539,10.064815
"Wakendorf II, Kulturzentrum",53.785877,10.077528
"Wakendorf II, Schule",53.783625,10.083144
"Wakendorf II, Sandbergstraße",53.789263,10.089617
"Nahe, Wakendorfer Straße",53.798145,10.14406
"Itzstedt, Steindamm",53.806181,10.155831
"Itzstedt, Lindenbergredder",53.810204,10.162606
"Oering, B 432",53.817866,10.174784
"Borstel (Sülfeld), B 432",53.823593,10.190009
"Borstel (Sülfeld), Am Schmiedeholz",53.823461,10.194166
"Borstel (Sülfeld), Zum Ries",53.816841,10.203863
"Grabau (Oldesloe), Dorfstraße",53.803704,10.275193
"Bad Oldesloe, Glinde 1-15",53.802925,10.304192
"Bad Oldesloe, Glinde 21-28",53.803064,10.312864
"Bad Oldesloe, Helene-Stöcker-Straße",53.806731,10.352327
"Bad Oldesloe, Bickbüschen",53.807068,10.357514
"Bad Oldesloe, Kurparkallee",53.807123,10.375536
Bf. Bad Oldesloe (ZOB),53.804677,10.381148
"Bad Oldesloe, Stadtschule",53.807089,10.372984
"Bad Oldesloe, Salinenstraße",53.806395,10.370062
"Grabau (Oldesloe), Alte Schäferei",53.805648,10.254456
Kraftwerk Tiefstack,53.526978,10.069056
Bredowbrücke,53.529955,10.077727
Werner-Siemens-Straße 39,53.530513,10.090455
Werner-Siemens-Straße 20,53.531317,10.086087
Berzeliusstraße (West),53.535759,10.087709
Berzeliusstraße (Mitte),53.533958,10.096999
Berzeliusstraße 42,53.534627,10.094557
Pinkertbrücke,53.527591,10.085705
"Barsbüttel, Soltausredder",53.568948,10.162526
"Barsbüttel, Willinghusen (Kehre)",53.563723,10.210948
Heckende,53.607041,10.174118
"Barsbüttel, Grundschule",53.571669,10.162706
"Barsbüttel, Gemeinschaftsschule",53.573823,10.162901
Neuer Höltigbaum,53.60826,10.185393
Naturschutzgebiet Höltigbaum,53.611198,10.183526
"Ammersbek, Lehmkuhle",53.693153,10.171867
"Ammersbek, Rathaus",53.691538,10.167901
"Ammersbek, Beekkamp",53.685597,10.158851
"Ammersbek, Teichweg",53.681511,10.153896
U Hoisbüttel,53.67879,10.148146
Volksdorfer Grenzweg,53.676562,10.142501
Mörkenstraße,53.549356,9.947077
"Wedel, Strandbaddamm",53.572843,9.699199
"Wedel, Bahnhofstraße",53.577335,9.705368
"Wedel, Bei der Doppeleiche",53.574566,9.705734
"Schulau, Fähranleger",53.569538,9.700533
"Wedel, Roland",53.584096,9.697075
"Wedel, Gärtnerstraße",53.58565,9.697131
"Wedel, Steinberg",53.587987,9.697109
"Wedel, Lülanden",53.589455,9.693312
"Wedel, Schauenburgerstraße",53.588454,9.690895
"Wedel, Hatzburgtwiete",53.591622,9.686808
"Wedel, Hauentwiete",53.603475,9.678707
"Wedel, Elbstraße (Willkomm Höft)",53.57009,9.705977
S Wedel,53.581979,9.704121
A Schnelsen,53.633265,9.905978
Siloahweg,53.635567,9.900947
Lademannbogen (West),53.648231,10.032833
Dortmunder Straße,53.673592,9.994064
Essener Straße,53.670652,9.992089
Valvo,53.666476,9.991809
Lademannbogen (Süd),53.644261,10.028441
Wilhelm-Stein-Weg,53.644843,10.033839
Lademannbogen (Ost),53.647803,10.037133
"Holm, Steinberge",53.618592,9.674809
"Holm, Schulstraße",53.620894,9.672957
"Appen-Etz, Rollbarg",53.637179,9.759227
"Appen-Etz, Denkmal",53.634376,9.750756
"Appen-Etz, Kiesgrube",53.630295,9.735083
"Holm, Lehmweg 72",53.622952,9.685473
"Holm, Eschenweg",53.622788,9.678035
"Holm, Lehmweg 100",53.624177,9.691222
"Rellingen, Holstenstraße",53.65562,9.817428
"Rellingen, Rosenhof",53.65451,9.824622
"Rellingen, Rosenkamp",53.654141,9.834668
"Rellingen, Lee-Dieks-Weg",53.657293,9.837972
"Rellingen, Jebbenberg",53.659819,9.842893
"Rellingen, Gösselstieg",53.661394,9.846313
"Ellerbek, Dorfstraße",53.659174,9.865177
"Ellerbek, Denkmal",53.656177,9.869638
"Egenbüttel, Kellerstraße",53.647407,9.872194
"Egenbüttel, Moorweg",53.641675,9.870897
"Egenbüttel, Hans-Reumann-Straße",53.638615,9.877668
"Egenbüttel, Erlenweg",53.637398,9.88428
"Egenbüttel, Hermann-Löns-Weg",53.638757,9.892533
"Ellerbek, Akazienweg",53.639816,9.898709
"Ellerbek, Danziger Straße",53.644057,9.899843
"Ellerbek, Heidkoppelweg",53.642117,9.893814
"Tangstedt (PI), Heidehofweg",53.670155,9.841117
"Tangstedt (PI), Denkmal",53.676294,9.843419
"Tangstedt (PI), Grundschule",53.678459,9.848532
"Tangstedt (PI), Hesterhörn",53.679542,9.85158
"Rellingen, Klaus-Groth-Straße",53.660205,9.835201
"Rellingen, Tangstedter Chaussee",53.653262,9.828333
"Tangstedt (PI), Große Twiete",53.68029,9.851277
"Tangstedt (PI), Kiemoorweg",53.681569,9.854678
"Tangstedt (PI), Brannenweg",53.681457,9.85899
"Tangstedt (PI), Eichenstraße",53.677623,9.856127
"Pinneberg, Heinrich-Christiansen-Straße",53.653372,9.790871
"Pinneberg, Breslauer Straße",53.652599,9.786819
"Pinneberg, Blauer Kamp",53.652043,9.779851
"Pinneberg, Mühlenstraße",53.658262,9.787892
"Pinneberg, Bismarckstraße",53.662728,9.794647
"Pinneberg, Friedrich-Ebert-Straße",53.661699,9.800649
Bf. Pinneberg,53.656009,9.797032
"Pinneberg, Fahltskamp",53.659065,9.802172
"Pinneberg, Waldstraße",53.65893,9.807554
"Pinneberg, Klinikum Pinneberg",53.657263,9.812242
"Pinneberg, Schillerstraße",53.666561,9.793751
"Pinneberg, Flagentwiete",53.671266,9.794233
"Pinneberg, Beim Ratsberg",53.675627,9.793725
"Borstel, Brücke",53.680451,9.800732
"Borstel, Prisdorfer Weg",53.684561,9.806758
"Borstel, Am Stoppelhof",53.689564,9.80967
"Borstel, Nedderhulden",53.692864,9.807219
"Hohenraden, Roffloh",53.695366,9.810563
"Hohenraden, Op'n Barg",53.698177,9.824673
"Hohenraden, Harbrookweg",53.702313,9.829539
"Renzel, Krehlohweg",53.718263,9.857407
"Renzel, Dorfstraße",53.720258,9.863507
"Quickborn, Tangstedter Straße",53.72354,9.886527
"Quickborn, Marktstraße",53.728373,9.890356
"Bilsen, Waldfrieden",53.755315,9.882451
"Bilsen, Brandheiderweg",53.767986,9.876987
"Bilsen, Lehmkuhlenweg",53.770425,9.874259
"Bilsen, Schanzenstraße",53.768566,9.862982
"Hemdingen, Beiderwand",53.766208,9.845843
"Hemdingen, Wiesengrund",53.763598,9.836282
"Hemdingen, Barmstedter Straße 25",53.768822,9.829663
"Heede, Rieloh",53.77295,9.81945
"Heede, Grasenmoor",53.776147,9.806483
"Heede, Schöttelhörn",53.779783,9.796252
"Barmstedt, Heeder Damm",53.783762,9.789561
A Barmstedt,53.79259,9.773717
"Barmstedt, Markt",53.789627,9.769278
"Barmstedt, Rantzauer See",53.786573,9.763562
"Pinneberg, Hochbrücke",53.663312,9.791875
"Pinneberg, Rübekamp",53.660139,9.793382
"Barmstedt, Grund-/Gemeinschaftsschule",53.791317,9.774726
"Barmstedt, Gymnasium",53.781899,9.769394
"Barmstedt, Schulzentrum Heederbrook",53.781506,9.773286
"Pinneberg, Saarlandstraße (Mitte)",53.656571,9.78954
"Ulzburg, Lise-Meitner-Straße",53.808847,9.968587
"Schönningstedt, Kornblumenring",53.534063,10.250889
"Reinbek, Schneewittchenweg",53.51879,10.232542
Pahlblöckensstieg,53.606566,10.169361
"Hohenraden, Himmelmoorweg",53.696204,9.820289
"Ulzburg, Kurt-Körber-Straße",53.81015,9.974083
"Reinbek, Heringsgang",53.518345,10.256275
"Ulzburg, Brahmkoppel",53.809705,9.977989
"Reinbek, Lindenstraße",53.514089,10.25419
Hammerbrook (City Süd),53.546115,10.024112
Veddel (BallinStadt),53.521158,10.013061
Rissen,53.583155,9.757321
Wedel,53.581894,9.70495
320150,53.605366,10.195374
430092,53.424427,9.995023
430097,53.424427,9.995023
430160,53.432233,10.013547
430161,53.428341,10.015741
"Fleestedt, Lindenweg",53.409903,9.991135
490027,53.446028,10.041434
490028,53.446039,10.044249
Eilbeker Weg,53.568292,10.043698
620024,53.569727,10.150682
620025,53.569748,10.150441
Kielmannseggstraße,53.573095,10.092502
Luetkensallee,53.574362,10.099283
Warnemünder Weg,53.608351,10.164228
Am Stühm-Süd,53.627901,10.099919
720039,53.677674,10.051517
860003,53.631059,9.895817
860040,53.631042,9.895635
860041,53.630809,9.894345
860042,53.63101,9.895181
920042,53.680531,10.030975
920054,53.677573,10.051757
920071,53.682551,10.032114
920090,53.681244,10.000919
Uhlandstraße,53.564488,10.026838
Wartenau,53.564778,10.035582
Lübecker Straße,53.559571,10.028814
Lohmühlenstraße,53.556618,10.018979
Berliner Tor,53.553483,10.023023
Hauptbahnhof Nord,53.554166,10.006008
Hauptbahnhof Süd,53.552023,10.00977
Steinstraße,53.549259,10.006189
Burgstraße,53.555767,10.041656
Hammer Kirche,53.555573,10.055517
Hallerstraße,53.57281,9.988965
Stephansplatz (Oper/CCH),53.558666,9.989309
Jungfernstieg,53.552375,9.993588
Meßberg,53.547643,10.000455
Mönckebergstraße,53.551296,10.002239
Rathaus,53.550464,9.994734
Rödingsmarkt,53.548368,9.987037
Baumwall (Elbphilharmonie),53.544179,9.981237
Messehallen,53.558175,9.976626
Gänsemarkt (Oper),53.555632,9.986482
Feldstraße (Heiligengeistfeld),53.556933,9.968624
Merkenstraße,53.538615,10.124678
Steinfurther Allee,53.541003,10.139207
Mümmelmannsberg,53.528723,10.150053
349000,53.655105,10.194372
349001,53.655104,10.19437
Ahrensburg West,53.66452,10.219984
Ahrensburg Ost,53.661257,10.242824
Schmalenbeck,53.653119,10.260644
Kiekut,53.653124,10.280428
Norderstedt Mitte,53.707939,9.9923
Richtweg,53.695732,9.989666
Garstedt,53.685448,9.985913
369006,53.67791,9.993485
369007,53.677624,9.994707
Alter Teichweg,53.586601,10.06449
Straßburger Straße,53.581754,10.067992
Wandsbek Markt,53.571736,10.066819
Wandsbeker Chaussee,53.569845,10.057622
Ritterstraße,53.567665,10.04655
Rauhes Haus,53.554185,10.066034
Horner Rennbahn,53.553831,10.08351
Legienstraße,53.547308,10.09539
Billstedt,53.542364,10.107172
Farmsen,53.607146,10.117571
Trabrennbahn,53.598282,10.102155
Wandsbek-Gartenstadt,53.592528,10.074849
Berne,53.62698,10.13977
Habichtstraße,53.593646,10.052237
Dehnhaide,53.579252,10.040888
Hamburger Straße,53.574467,10.037253
Mundsburg,53.569448,10.027529
Borgweg (Stadtpark),53.590752,10.014877
Saarlandstraße,53.588978,10.032141
Barmbek(2),53.587192,10.044345
Fuhlsbüttel Nord,53.639662,10.016657
Fuhlsbüttel,53.632497,10.026583
Klein Borstel,53.62798,10.033273
Volksdorf,53.650484,10.163241
Meiendorfer Weg,53.638916,10.156195
Buchenkamp,53.652978,10.185589
Ohlstedt,53.694549,10.137054
729002,53.67986,10.145715
729003,53.679984,10.14566
Hoisbüttel,53.677996,10.147534
729006,53.675251,10.150138
729007,53.675246,10.150189
Buckhorn,53.66472,10.155509
St.Pauli,53.55051,9.970097
Landungsbrücken,53.545861,9.971272
Hagenbecks Tierpark,53.59287,9.943852
Lutterothstraße,53.582067,9.947598
Osterstraße,53.576097,9.95157
Emilienstraße,53.57164,9.952648
Christuskirche,53.56954,9.962412
Schlump,53.567701,9.969731
Sternschanze (Messe),53.564347,9.969187
Sengelmannstraße (City Nord),53.609521,10.021807
Alsterdorf,53.606415,10.011521
Lattenkamp (Sporthalle),53.599899,9.994583
Hudtwalckerstraße,53.594613,9.996045
Kellinghusenstraße,53.588878,9.990896
Klosterstern,53.581767,9.988057
Sierichstraße,53.590366,10.001064
Eppendorfer Baum,53.583766,9.98531
Hoheluftbrücke,53.577631,9.97635
Ohlsdorf,53.620789,10.031242
Niendorf Nord,53.640712,9.950152
Schippelsweg,53.63478,9.952649
Joachim-Mähl-Straße,53.628177,9.950264
Niendorf Markt,53.620249,9.951702
Hagendeel,53.603894,9.945171
Ochsenzoll,53.678013,10.001493
Kiwittsmoor,53.675143,10.015862
Langenhorn Nord,53.661004,10.01755
Langenhorn Markt,53.649278,10.017197
Moränenweg,53.611015,10.163773
359012,53.655309,10.256443
359013,53.655291,10.256467
"Tangstedt (OD), Gut Wulksfelde",53.718011,10.110996
"Nahe, Dorfstraße",53.795647,10.135508
Wragekamp,53.711902,10.107972
"Havighorst, Am Ohlendiek",53.520728,10.170206
"Siek, Hansdorfer Weg",53.636593,10.292809
"Garstedt, Achternfelde",53.683068,9.979228
"Garstedt, Friedrich-Ebert-Straße",53.683006,9.974625
"Garstedt, Meyertwiete",53.681319,9.970046
"Garstedt, Heuberg",53.672822,9.968519
"Garstedt, OBI-Markt Norderstedt",53.66681,9.971921
"Garstedt, Friedhof",53.677454,9.974573
"Quickborn-Heide, Hinrich-Fehrs-Straße",53.751951,9.96003
"Quickborn-Heide, Hermann-Löns-Straße",53.748171,9.957337
"Quickborn-Heide, Grandweg",53.746704,9.941781
"Quickborn-Heide, Kiefernweg",53.758488,9.951507
Rahlstedter Kamp,53.609596,10.173781
Waterblöckenwiese,53.608121,10.17578
A Eidelstedt Zentrum,53.609836,9.901774
"Tangstedt (PI), Steenacker",53.673347,9.840833
Pinkertweg 12,53.526649,10.090446
Behnstraße,53.546063,9.943096
Sandberg,53.544405,9.944794
Mühlenauweg,53.604871,9.909614
Knappe Böge,53.61248,10.015746
Burgwedeltwiete,53.641939,9.91141
"Ahrensburg, Weißdornweg",53.670569,10.208342
"Ahrensburg, Am Haidschlag",53.673427,10.206532
"Ahrensburg, Am Golfplatz",53.676144,10.206171
"Ahrensburg, Schulstraße",53.67812,10.236147
"Ahrensburg, Brückenstraße",53.667317,10.227721
"Ahrensburg, Bahnhofstraße",53.668652,10.233343
"Siek, Jacobsrade",53.642433,10.286153
"Siek, Amtsverwaltung",53.63556,10.29692
"Alveslohe, Buschweg",53.801163,9.916274
"Alveslohe, Schule",53.790186,9.914775
"Bahrenhof, Holmkenrade",53.878791,10.380139
"Bahrenhof, Hohelucht",53.878485,10.364481
"Bahrenhof, Dorfstraße",53.878499,10.370351
"Bebensee, Dorfstraße",53.875763,10.298856
"Struvenhütten, Bentfurt",53.865589,10.026736
"Struvenhütten, Bredenbekshorst",53.864497,10.078454
"Bühnsdorf, Abzweigung Bahrenhof",53.886058,10.38739
"Bühnsdorf, Abzweigung Neuengörs",53.887771,10.381393
"Bühnsdorf, Feuerwehr",53.886942,10.373031
"Dreggers, Dorfstraße",53.885373,10.346531
"Schmalfeld, Elisenruh",53.85814,10.009759
"Fredesdorf, Schulstraße",53.874669,10.203076
"Fredesdorf, Chr.-Rohlfs-Straße",53.876538,10.198538
"Bahrenhof, Fuhlenpott",53.874262,10.363705
"Groß Niendorf, B 432",53.851229,10.242492
"Groß Niendorf, Feuerwehr",53.845213,10.241204
"Hartenholm, Schmalfelder Moor",53.899381,10.048499
"Hartenholm, Dorfstraße",53.897935,10.06678
"Hartenholm, Hasselbusch",53.899624,10.075936
"Hartenholm, Heuweg",53.889917,10.065222
"Hasenmoor, Kaltenkirchener Straße",53.899242,9.978894
"Leezen, Heiderfeld",53.868796,10.223112
"Kaltenkirchen, Heidkaten",53.821421,9.881957
"Borstel (Sülfeld), Holmer Weg/B 432",53.830424,10.2077
"Hüttblek, Hökerbarg",53.839842,10.073429
"Itzstedt, Sülfelder Weg",53.807659,10.16287
A Kaltenkirchen,53.833975,9.967861
"Kaltenkirchen, Ohland-Park",53.829975,9.980208
"Kaltenkirchen, Friedenstraße",53.838793,9.958599
"Kaltenkirchen, Markt",53.83806,9.962608
"Kaltenkirchen, Waldorfschule",53.833093,9.972534
"Kaltenkirchen, Flottkamp (SZ)",53.832813,9.961546
"Kaltenkirchen, GS Am Lakweg",53.839314,9.976431
"Nützen, Kampen",53.85725,9.936847
"Kattendorf, Winsener Straße",53.841222,10.023451
"Kattendorf, Feuerwehr",53.843648,10.023555
"Kattendorf, Kattendorferweeden",53.839638,10.042599
"Kayhude, Segeberger Straße",53.756666,10.129165
"Kayhude, Schulstraße",53.757649,10.131678
"Kisdorf, Hüttbleker Weg",53.815835,10.044863
"Kisdorf, An de Loh",53.810425,10.019952
"Kisdorf, Bismarckplatz",53.811652,10.008656
"Kisdorf, Schule",53.80776,10.011052
"Kisdorferwohld, Segeberger Straße",53.820579,10.081288
"Sievershütten, Abzw. Kisdorferwohld",53.840458,10.093772
"Kisdorferwohld, Dierksbrann",53.816961,10.054715
"Kisdorferwohld, Ellernbrook",53.817478,10.063367
"Kisdorferwohld, Wakendorfer Straße",53.818804,10.080863
"Leezen, Krems I",53.87745,10.262885
"Kükels, Dorfstraße",53.895251,10.238672
"Mözen, Abzweigung Kükels",53.897592,10.263143
"Leezen, Marktplatz",53.866575,10.252098
"Leezen, Schule",53.869295,10.25747
"Lentföhrden, Feuerwehr",53.873019,9.883438
"Lentföhrden, Kaltenkirchener Straße",53.866701,9.888595
"Lentföhrden, Otterbraack",53.86903,9.890743
"Kaltenkirchen, Moorkaten",53.822724,9.914345
"Nahe, Mühlenstraße",53.791565,10.137735
"Nahe, Schule",53.788472,10.133221
"Kayhude, Naherfurth",53.767384,10.125509
"Neuengörs, Twiete",53.898865,10.381698
"Neversdorf, Hauptstraße 65",53.864666,10.286412
A Nützen,53.863572,9.918626
"Nützen, Feuerwehr",53.864249,9.922958
"Nützen, Mühlenau",53.862544,9.935445
"Oering, Heidrade",53.829144,10.143098
"Oering, Schule",53.824447,10.148498
"Oering, Oeringer Damm",53.832679,10.114972
"Nützen, Onkel Toms Hütte",53.846803,9.886867
"Schmalfeld, Schmalfelder Au",53.881803,9.98206
"Schmalfeld, Holstenstraße",53.874124,9.986122
"Schwissel, Lüttredder",53.897205,10.292721
"Sülfeld, Am Markt",53.800371,10.231273
"Stuvenborn, Segeberger Straße",53.854515,10.129139
"Hasenmoor, Tannenhof",53.89423,10.018586
"Todesfelde, Poggensahl",53.891646,10.167134
"Todesfelde, Fredesdorfer Straße",53.891464,10.176575
"Todesfelde, Friedrichshöh",53.891937,10.172329
"Todesfelde, Meiereistraße",53.894308,10.176137
"Todesfelde, Am Sportplatz",53.898221,10.183002
"Oersdorf, Dorfstraße",53.840194,9.99292
"Traventhal, Lindenallee",53.897408,10.318697
"Traventhal, Brookredder",53.898097,10.322233
Bf. Wakendorf,53.866191,10.365449
"Nützen, Springhirsch",53.832789,9.88414
"Sülfeld, Vierthof",53.807787,10.208962
"Sülfeld, Zuckerhut",53.804232,10.220123
"Kisdorf, Pommernstraße",53.808145,10.003699
"Kisdorf, Rödieckskate",53.819729,10.004185
"Traventhal, Tegelbek",53.891886,10.338648
"Oering, Wickedekamp",53.830395,10.12287
"Kaltenkirchen, Luise-Otto-Weg",53.842618,9.96013
"Itzstedt, Ole Koppel",53.810992,10.156404
"Alveslohe, Schäferei",53.812458,9.882558
"Sprenge, Raumredder",53.692918,10.391792
"Bad Oldesloe, Feuerwache",53.81168,10.382426
"Bad Oldesloe, Finkenweg",53.799127,10.366061
"Bad Oldesloe, Lindenkamp",53.801446,10.356482
"Bad Oldesloe, Anne-Frank-Straße",53.798817,10.382868
"Bad Oldesloe, Klaus-Groth-Schule",53.816414,10.380228
"Bad Oldesloe, Lübecker Straße",53.811024,10.375696
"Bad Oldesloe, Masurenwegschule",53.805148,10.390955
"Bad Oldesloe, Ölmühle",53.794597,10.38414
"Bad Oldesloe, Hebbelstraße",53.802781,10.381146
"Bargfeld-Stegen, Mittelweg",53.767619,10.187727
"Tralau, Heidick",53.829278,10.274133
"Rümpel, Höltenklinken (West)",53.777373,10.328506
"Ahrensburg, Kremerberg",53.695687,10.242204
"Lasbek-Dorf, In de Eck",53.733723,10.365878
"Mollhagen, Fasanenweg",53.709676,10.379426
"Mollhagen, Lipshorst",53.706006,10.383607
"Mollhagen, Sprenger Weg",53.70302,10.383872
"Neritz, Herrenweg",53.785623,10.290515
"Neritz, Rötenweg",53.784687,10.283932
"Neufresenburg, Gut",53.835937,10.378106
